bag,name,sprite,sprite2,class2,occasion,once,bag2,throw,gen,game,rgby,gsc,rse,frlg,dppt,hgss,bwb2w2,xyoras,smusum,lple,swsh,bdsp,effect,xy,oras,spritesize,sprite3,class3,img,size,la,lp,swshe,section,section1,球果盒,held,bw,b2w2,lg,rgb,p,pt,d,bd,sp,class,m,usum,w,w2,b,b2,ru,ss,sa,hg,e,tcg,sm,5b,sprite4,class4,bwb2y2,snum,basis,pluck,bugbite,type,power,color,bnum,sprite5,class5,jpname,enname,section2,class6,sprite6,sprite7,class7,c,or,rs,dp,as,s,us,um,class1
重要物品,,Bag 兑换券１ BDSP Sprite.png30px,Bag 兑换券１ Sprite.png30px,重要物品,,,重要物品,,,{{道具信息框/game,,,,,y,,,,,,,yes,集齐兑换券１、兑换券２、兑换券３就可兑换宝可表。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 兑换券２ BDSP Sprite.png30px,Bag 兑换券２ Sprite.png30px,重要物品,,,重要物品,,,{{道具信息框/game,,,,,y,,,,,,,yes,集齐兑换券２、兑换券１、兑换券３就可兑换宝可表。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 兑换券３ BDSP Sprite.png30px,Bag 兑换券３ Sprite.png30px,重要物品,,,重要物品,,,{{道具信息框/game,,,,,y,,,,,,,yes,集齐兑换券３、兑换券１、兑换券２就可兑换宝可表。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 对战记录器 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,yes,,,,,,"玩家在此处可以下载、上传和删除对战视频。上传到全球终端的视频将收到一个12位数的代码，其他玩家输入对战视频的编号能搜索到该视频。
浏览模式不需要使用任天堂网络。在此模式下，触摸触屏的左界面或右界面，可将对战记录器界面的颜色从绿色更改为其他颜色（以粉色、灰色、黄色、红色、棕色和橙色为序）。
可以查看所在设施获得的对战点数以及记念印花PtHGSS或成绩BWB2W2XYΩRαS。",yes,yes,,,,对战记录器 Pt.png80px,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,葛拉西蒂亚花,Bag 葛拉西蒂亚花 Sprite.png,Bag 葛拉西蒂亚花 BDSP Sprite.png30px,神奧,,,重要物品、道具,,,{{道具信息框/game,,,,,,y,,,y,,,y,让没有处于冰冻状态下的谢米形态转换为天空形态。昼,y,y,,Bag 葛拉西蒂亚花 LA Sprite.png30px,洗翠,,,y,,,,,,,y,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 球果盒 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,,,,,,,"存放球果。
获得球果摇摇杯后，可以用它制作和暂存球果汁。",,,,,,球果盒.png80px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 未知图腾笔记 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,,,,,,,"未知图腾笔记代替了第二世代中的未知图腾图鉴记录未知图腾形态的功能，总共有9页。
发现新形态的未知图腾后，会依次记录在第2页和第3页上。
集齐26个字母的未知图腾后与阿露福遗迹的研究员对话，未知图腾笔记会按字母的顺序排序。
>> 第一页  未知图腾笔记的第一页  未知图腾笔记的第二页，显示捕获到的未知图腾形态


“


  
未知图腾笔记
<主角的名字>

未知图腾的数量
现在有<捕获未知图腾的种类数量>种

  
アンノーンノート
<主角的名字>

アンノーンの　かず
げんざい　<捕获未知图腾的种类数量>しゅるい

  
Unown Report
<主角的名字>

Number of Unown
Current Kinds: <捕获未知图腾的种类数量>


”




第二页










ANGRYANGER




BEAR




CHASE




DIRECT




ENGAGE




FIND




GIVE




HELP




INCREASE




JOIN




KEEP




LAUGH




MAKE




NUZZLE






第三页










OBSERVE




PERFORM




QUICKEN




REASSURE




SEARCH




TELL




UNDO




VANISH




WANT




XXXXX




YIELD




ZOOM




?????




!!!!!



>> 第四页


“


  
上部分
在遗迹中發現了奇怪的石板拼图
把这个拼图拼完后
地面突然出现一个洞口
我掉到下面的房间里！
不愧是古代的遗迹啊
竟然会有如此惊人的机关
下部分
掉下去的地方是一座大厅
在里面摆放着石像
然后未知图腾就突然出现了
也就是说那个石板拼图
是唤醒未知图腾的钥匙
破解这遗迹还蛮困难的

  
上部分
いせきの　なかで　ふしぎな
せきばんのパズルを　はっけんした
これを　といてみたところ
とつぜん　じめんに　あながあいて
したの　へやに　おちてしまった!
さすがは　こだいのいせき
びっくりの　しかけがあるものだ
下部分
おちたところは　せきぞうのある
おおひろま　だった
そして　とつぜん　アンノーンが
あらわれるように　なった
つまり　あの　せきばんパズルは
アンノーンを　ねむりから　さます
カギに　なっていた　というわけだ
このいせき　なかなか　てごわい

  
上部分
Found a strange puzzle in the ruins. Solved it, and suddenly a hole opened up in the ground and I dropped into the room below! Should have known that ancient ruins would have surprising tricks like that.
下部分
There was a stone statue where I fell. The place might have been a reception hall. Then, suddenly, the Unown appeared. That puzzle was like a key somehow. It woke the Unown up from their sleep. These ruins have become difficult.


”

>> 第五页


“


  
上部分
在遗迹中打开收音机
会收到一种未知的电波
这是未知图腾之间以电波
进行联络对话的强有力证明
下部分
已知未知图腾有与英文字母一样多的种类
已确认的字母有26个
而已确认的未知图腾种类也是26种
也就是说未知图腾总共只有26种
能全部捕获吗？

  
上部分
いせきで　ラジオを　つけると
なぞの　でんぱを　じゅしん
することが　わかった
これは　アンノーンどうしが
でんぱをつうじて
かいわ　している　ということの
しょうこ　でもある
下部分
アンノーンは　もじの　しゅるいと
おなじ　かずだけ
いることが　わかった
げんざいは　26しゅるいの
もじが　かくにん　されている
ということは　アンノーンも
26しゅるいは　いる　はずだ
ぜんぶ　みつけられるだろうか?

  
上部分
If you turn on the radio in the ruins, you can receive mysterious radio waves! It's proof that the Unown communicate with each other using radio waves!
下部分
There are as many Unown as there are letters in the alphabet. Right now, we're confirming the existence of 26 kinds of Unown. Do you think you can find all 26 of them?


”

>> 第六页


“


  
上部分
现在知道未知图腾也是有顺序的了
自然界存在的一切事物看似四分五裂
其实都是有自己的规律的
下部分
将零碎地记录在这本笔记上的未知图腾
交送给研究所的工作人员进行重新排序
这么一来未知图腾的事就能了解清楚了

  
上部分
ひとつひとつ　デタラメに
そんざい　していると　おもわれた
アンノーンに　じゅんばんが
あることが　わかった
しぜんかいに　あるものは
いっけん　バラバラな　ようでいて
じつは　それぞれに　きちんと
ほうそくが　あるのだという
下部分
このノートに　バラバラに
きろく　されていた　アンノーンを
けんきゅうじょの　スタッフが
ただしい　じゅんばんに
ならべかえて　おいてくれた
これで　ずいぶんと
アンノーンの　ことが
わかりやすく　なった

  
上部分
It seems that individually they don't make much sense, but when the various Unown are arranged in order, they begin to make sense. In nature, they seem to be scattered around randomly, but the truth is they're arranged in a very specific order.
下部分
In this report, the scattered Unown were sorted and put into order by the research-center staff. That makes the Unown much easier to understand.


”

>> 第七页


“


  
上部分
在遗迹里发现了地板上
刻有未知图腾图案的房间
这似乎是个大发现啊！
研究所的人都很兴奋地说要来调查
下部分
未知图腾字母不光26种
还发现了其他两种
就是说未知图腾也还有另外两种

  
上部分
いせきの　ゆかに
アンノーンもじが　かかれている
へやを　みつけてしまった
どうやら　だいはっけんらしい!
けんきゅうじょの　ひとが
こうふんして　しらべに　いくと
いっていた
下部分
アンノーンもじは　26しゅるい
だけでは　なかった
ほかに　あと　2つの　もじが
はっけん　されたのだという
ということは　アンノーンも
さらに　2しゅるいが
どこかにいる　ということになる

  
上部分
Scratched on the floor of the ruins are Unown letters. Finding the room feels like a huge discovery! The Researchers were very excited and said they were going to go check it out.
下部分
There aren't just 26 different kinds of Unown, Two more have been discovered! But that begs the question of where those other two kinds are hiding...


”

>> 第八页


“


  
上部分
把刻在小房间石板上的字母也记录到笔记上了
“同伴们抬头仰望，祝福我们。”
现在还不知道这到底是什么意思。
下部分
研究所的人说还有必要去遗迹调查一下……

  
上部分
ちいさなへやの　せきばんにかかれていた　もじを
このノートに　かきうつしておく



（なかまたち
われら　みあげ
しゅくふく　する）
これが　どんないみ　なのかは
まだ　わからない
下部分
けんきゅうじょの　ひとは
もういちど　いせきを
しらべる　ひつようが　ありそうだ
と　いっていた　けれど……?

  
上部分
The characters found scratched on the floor in the small room are transcribed here in this report.



(OUR FRIENDS LOOK
UP AND HEARTILY
CONGRATULATE US)
We don't know what this could possibly mean yet.
下部分
The Researchers were saying they'll need to examine the ruins again, but...?


”

>> 第九页


“


  
上部分
看来很久以前
就有未知图腾和人类在此居住了
遗迹地下的石像
就是那些人类制造的
下部分
未知图腾非常胆小
基本不离开遗迹
而遗迹旁的人类
则渐渐地都来了这里
希望未知图腾与人类
能够共存的一族人
最后离开了这里

  
上部分
むかし　このいせきには
アンノーンと　にんげんの
いちぞくが　すんでいた　らしい
いせきの　ちかにある
ふるい　ポケモンのぞうは
そのいちぞくが　つくったのだ
ということが　わかってきた
いっていた
下部分
アンノーンたちは
とても　おくびょう　なので
いせきの　そとには　でてこない
また　いせきの　そばに　いろんな
にんげんが　くるようになり
アンノーンと　にんげんの
きょうぞんを　ねがう　いちぞくは
ここを　はなれていった　という

  
上部分
In the past, it seems that Unown lived with relatives of humans in these ruins. In the lower levels of these ruins is a Pokémon statue. We've come to understand that it was those relatives who made that statue.
下部分
The Unown are very timid creatures, so they don't go outside the ruins. Even if a bunch of people gathered near the ruins, it is said that the ones who wished for Unown and humans to again coexist have all left.


”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 树果种植盆 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,,,,,,,能随时随地种植、照料和收获树果。,,,,,,Berry Pot.png80px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 美味尾巴 Sprite.png,,,,,重要道具,,,{{道具信息框/game,,,,,,y,,,,,,,没有效果。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 磁浮列车自由票 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,,,,,,,乘坐金黄市和满金市的磁浮列车。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 相册 Sprite.png30px,,,out,,重要物品,,,,,,,,,,,,,,,,保存照片。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag ＧＢ播放器 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,,,,,,,"主頁面：任天堂DS 宝可梦 心金＆魂银 音乐完全收录可以让游戏的大部分背景音乐切换为《金／銀／水晶版》的怀旧音乐，在《心金／魂銀》的新地点也使用了特别制作的仿《金／銀／水晶版》版本音乐。
可以使用包包和下屏的按钮切换音乐。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,海声铃铛,Bag 海声铃铛 Sprite.png,,,,,重要物品、道具,,,{{道具信息框/game,,,,,,,,,,,,,"在漩涡岛最深处召唤洛奇亚。SS
在海紫堇召唤洛奇亚。αS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,
重要物品,,Bag 草绿色宝珠 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,,,,,,,在埋藏之塔中召唤烈空坐。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,上锁的容器,Bag 上锁的容器 Sprite.png,Bag 上锁的容器 IV  Sprite.png,城都,no,,,,,,,,,,,,,,,,,,"在飞云市找锁先生开启，获得招式學習器９５（大声咆哮）。BW
在《心金／魂銀》原始数据中，上锁的容器的数据类型和玛纳霏的蛋非常类似，像是可以从宝可梦巡护员传送过来的数据。上锁的容器还能用传送机器传送到第五世代。
在《心金／魂銀》的游戏内部原始数据中有一些关于该容器的信息：
菜单选项：“查看上锁的容器卡片”
事件信息：“上锁的容器被严密地保护起来。”和“上锁的容器被安全的传送了！”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 谜之水晶 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,yes,,,,,,,"在深灰科学博物馆和大吾交换心之水滴。
之后在深灰市深灰科学博物馆门口召唤拉帝欧斯HG或拉帝亚斯SS。






















心金


拉帝欧斯

Lv. 40


拉帝欧斯 ♂


属性

特性


龙

超能力

飘浮


初訓家

ID No.


{{{owner}}}

{{{ownerid}}}




ＨＰ

攻击

防御

特攻

特防

速度


个体值


{{{IVHP}}}

{{{IVAtk}}}

{{{IVDef}}}

{{{IVSpA}}}

{{{IVSpD}}}

{{{IVSp}}}


性格


{{{性格}}}

—

—

—

—

—


种族值


{{{BHP}}}

{{{BAtk}}}

{{{BDef}}}

{{{BSpA}}}

{{{BSpD}}}

{{{BSp}}}


能力值


表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。




守住

焕然一新


一般

變化

一般

變化


洁净光芒

意念头锤


超能力

特殊

超能力

物理
























魂銀


拉帝亚斯

Lv. 40


拉帝亚斯 ♀


属性

特性


龙

超能力

飘浮


初訓家

ID No.


{{{owner}}}

{{{ownerid}}}




ＨＰ

攻击

防御

特攻

特防

速度


个体值


{{{IVHP}}}

{{{IVAtk}}}

{{{IVDef}}}

{{{IVSpA}}}

{{{IVSpD}}}

{{{IVSp}}}


性格


{{{性格}}}

—

—

—

—

—


种族值


{{{BHP}}}

{{{BAtk}}}

{{{BDef}}}

{{{BSpA}}}

{{{BSpD}}}

{{{BSp}}}


能力值


表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。

表达式错误：未预料的<操作符。




玩水

焕然一新


水

變化

一般

變化


薄雾球

意念头锤


超能力

特殊

超能力

物理",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 遗忘物 Sprite.png30px,Bag 即时通讯器M Sprite.png30px,合众,,,重要物品,,,{{道具信息框/game,,,,,,,yes,,,,,,"使用该道具可以与主角的妈妈、白露、黑连、红豆杉博士、阿修等人进行通话。
可以接听电话。
可以主动打电话给特定角色，可以询问游戏中的一些数据和提示。B2W2
打给主角的妈妈：可以听取当前所在地点的介绍。
打给白露：可以询问队伍中宝可梦的大致亲密度和基础点数总和。
打给黑连：可以询问队伍中宝可梦的属性弱点和特性效果。
打给红豆杉博士：可以检验图鉴收集数和询问同行宝可梦的进化方式。
打给阿修：可以得知接下来的剧情触发方式。  BW",,,,Bag 即时通讯器F Sprite.png30px,丰缘,即時通訊器 BW.png80px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 龙之骨 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,归还给芦荟交换月之石。,,,,,,Key 龙之骨 Sprite.png80px,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 龙之骨 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,yes,,,,,,可以用来收纳在出演宝可梦音乐剧时用到的服装和物品。,,,,,,Key 物品箱 Sprite.png80px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 自由船票 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,可以在飞云市的自由码头乘船前往自由庭园岛。,,,,,,自由船票 BW.png80px,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 光明石 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"在Ｎ的城堡召唤莱希拉姆。B
在龙螺旋之塔召唤莱希拉姆。W2",,,,,,Key 光明石 Sprite.png80px,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 黑暗石 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"在Ｎ的城堡召唤捷克罗姆。W
在龙螺旋之塔召唤捷克罗姆。B2",,,,,,Key 黑暗石 Sprite.png80px,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,神石,Bag 神石 Sprite.png,,,no,,,,,,,,,,,,,,,,,,没有效果。,,,,,,Key 神石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 配送物品 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,yes,,,,,,在１３号道路，将三件配送物品集齐并递送给长翅鸥后，可以获得招式學習器８９（急速折返）。,,,,,,Key 配送物品 Sprite.png80px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 配送物品 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,yes,,,,,,在１３号道路，将三件配送物品集齐并递送给长翅鸥后，可以获得招式學習器８９（急速折返）。,,,,,,Key 配送物品 Sprite.png80px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 配送物品 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,在１３号道路，将三件配送物品集齐并递送给长翅鸥后，可以获得招式學習器８９（急速折返）。,,,,,,Key 配送物品 Sprite.png80px,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 奖牌盒 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"获得它之后可以开启奖牌系统。
之后，如果玩家达到了获取某个奖牌的条件，奖牌先生就会在宝可梦中心的柜台左侧颁发奖牌给玩家。",,,,,,Key 奖牌盒 Sprite.png80px,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,基因之楔,Bag 基因之楔 Sprite.png,,,,,重要物品、道具,,,{{道具信息框/game,,,,,,,,,y,,y,,"让酋雷姆与莱希拉姆合体，使之变成焰白酋雷姆。
让酋雷姆与捷克罗姆合体，使之变成暗黑酋雷姆。
让焰白酋雷姆分离为酋雷姆和莱希拉姆。
让暗黑酋雷姆分离为酋雷姆和捷克罗姆。



剧透提示：以下内容可能包含主要情节或结局的细节，请谨慎阅读。",y,y,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 许可证 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,可以在吹寄市乘坐飞机前往自然保护区。,,,,,,Key 许可证 Sprite.png80px,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,圆形护符,Bag 圆形护符 Sprite.png,Bag 圆形护符 BDSP Sprite.png30px,神奥,no,,,,,{{道具信息框/game,,,,,,,,,y,,y,y,"提升宝可梦培育时出现蛋的机会。父母不同类但同初训家,父母同类不同初训家，父母同类同初训家，父母不同类不同初训家,每走过256步后产生蛋的几率从69.3%、49.5%和19.8%分别提高至87.8%、79.5%和39.3%。",y,y,,,,Key 圆形护符 Sprite.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,闪耀护符,Bag 闪耀护符 LA Sprite.png30px,Bag 闪耀护符 BDSP Sprite.png30px,神奥,no,,,,,{{道具信息框/game,,,,,,,,,y,y,y,y,"遇见野生宝可梦或者获得宝可梦蛋时，如果不是异色宝可梦，则重新生成性格值並判定，最多可以重新判定三次。
受赠宝可梦时，没有效果。
在《晶灿钻石／明亮珍珠》遇见野生宝可梦没有效果。",y,y,,Bag 闪耀护符 Sprite.png,洗翠,Key 闪耀护符 Sprite.png,,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 等离子卡 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,打开通往等离子驱逐舰深处的输入密码的钥匙。,,,,,,Key 等离子卡 Sprite.png80px,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 脏手帕 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"将它还給仓库咖啡厅中一位带着探探鼠的客人。四
之后给予玩家脏手帕的女仆会送出向尾喵的尾巴。日",,,,,,Key 脏手帕 Sprite.png80px,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 阿克罗玛机器 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"在海边洞穴使用它唤醒挡路的岩殿居蟹，随后阿克罗玛机器损坏。
如果在未获得该道具时调查挡路的岩殿居蟹，会提示主角使用怪力，但怪力无法使岩殿居蟹离开。在４号道路，阿克罗玛用它驱赶挡路的岩殿居蟹们。在２２号道路，阿克罗玛把它赠与主角，主角可以使用它和海边洞穴挡路的岩殿居蟹进行对战。",,,,,,Key 阿克罗玛机器 Sprite.png80px,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 遗忘物 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"得到之後會接到琉璃或阿铁的电话，并請求主角暫時保管該物品。
在联系地點与琉璃或阿铁通話滿10次后，他會约定主角在雷文市的摩天輪前取回該物品。",,,,,,Key 遗忘物 Sprite.png80px,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,现形镜,Bag 现形镜 Sprite.png,Bag 现形镜 LA Sprite.png30px,洗翠,,,,,,{{道具信息框/game,,,,,,,,,y,,y,,将雷电云、龙卷云、土地云和眷戀雲在化身形态与灵兽形态之间切换。,y,y,,,,,,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 全息影像通讯器 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"可以让人们通过立体影像郵件相互交流。在游戏剧情的不同阶段，主角可以通過全息影像通讯器从NPC那里接受消息。在剧情中，闪焰队监视由全息影像通讯器发送的消息。不过吉娜与德克希欧在闪焰队於石香镇败北时摧毁了装有全部监视消息的全息影像通讯器。
利用3DS的瞬间交错通讯功能，全息影像通讯器可以接收特殊的事件、活动和比赛，或者从一些参加活动的场所中接收特殊信息，还可以利用瞬间交错通讯收集其他玩家的信息。",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 博士的信 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,交给妈妈，得到城镇地图和伤药。,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 轮滑鞋 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"穿上后可以通过某些特殊的轨道，並能表現出溜冰中包含平行過彎、360度、後空翻及宇宙空翻等花式技巧。
在１３号道路，如果受风沙的影响而逆风滑行，会因较慢的速度而从轨道的凹槽上跌落下来。",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 莲叶童子喷壶 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,澆在種了樹果的軟土上，讓果樹結出更多樹果。,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 发电厂通行证 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,可以进入１３号道路的卡洛斯发电厂。,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,超级环,Bag 超级环 Sprite.png,,,,,重要物品、道具,,,{{道具信息框/game,,,,,,,,,,,,,"在对战时启动超级进化后，超级环上的钥石会和宝可梦携带的超级石共鸣，使宝可梦超级进化。
第一轮游戏过后，在百刻市的日晷处超级环升级后，可以在每日20:00 - 21:00在卡洛斯各个地方找到不同宝可梦的超级石。",y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 似珍石 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,"在娑罗市和一位登山男交换日之石。XY
在卡那兹市向兹伏奇社长展示后获得大比鸟进化石。ΩRαS",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要物品,,Bag 常见石 Sprite.png30px,,,,,重要物品,,,,,,,,,,,,,,,,没有效果。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag ＴＭＶ自由票 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,持有者可以乘坐往返于密阿雷市和奇楠市的列车。,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要道具,,Bag 卡洛斯勋章 Sprite.png30px,,,,,重要物品,,,{{道具信息框/game,,,,,,,,,,,,,,yes,,,,,Key 卡洛斯勋章 XY Model.png80px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
