name,jname,enname,species,typen,type1,type2,ability1,abilityd,ndex,kdex,oldjdex,jdex,kdexs,gdexa,fbrow,obrow,opbrow,height,weight,egggroupn,egggroup1,egggroup2,expyield,expyieldgen5,gendercode,eggcycles,lv100exp,color,catchrate,body,evhp,evat,evde,evsa,evsd,evsp,footnotes,imagecode,imagecode2,imagecode3,ability1-2,abilityd3,form1,form2,form3,height2,height3,weight2,weight3,expyield2,expyieldgen5-2,abrow,gdex,imagecode4,tcg2,type2-2,ability1-3,abilityd4,form4,height4,weight4,expyield3,expyieldgen5-3,color2,adex,adexm,adexa,adex2,adexm2,adexa2,abilityn,abilityn2,abilityd2,ability2,type1-2,ability2-2,idex2,adexu,adexp,adexu2,adexp2,kdexm,hdex,oldhdex,sdex,egggroupn2,egggroup1-2,egggroupn3,egggroup1-3,gendercode2,gendercode3,kdexk,gdexc,evhp2,evat2,evde2,evsa2,evsd2,evsp2,type1-3,abilityn3,abilityn4,ability2-3,ability1-4,ability2-4,color3,body3,evhp3,evat3,evde3,evsa3,evsd3,evsp3,species2,heightn,tcg,type2-3,body2,weightn,catchrate2,formcolor2,formcolor3,forme,sprite,image,type1-4,color4,evhp4,evat4,evde4,evsa4,evsd4,evsp4,formcolor1,tcg3,imagecode5,imagecode6,type2-4,type2-5,type2-6,form5,form6,expyieldgen5-4,expyieldgen5-5,expyieldgen5-6,footprintform2,art,idex,species3,species4,expyield4,catchrate3,catchrate4,caption,abilityd5,abilityd6,width,display,type0,type0-2,ability1-5,height5,weight5,expyield5,color5,body4,body5,type2-1,ability3-3,ndex2,color6
绵绵泡芙,ペロッパフ,Swirlix,棉花糖,,妖精,,甜幕,轻装,684,,,,131,,,,,0.4,3.5,1,妖精,,68,,127,20,"1,000,000",白,200,07,0,0,1,0,0,0,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ペロリーム,ペロリーム,Slurpuff,泡沫奶油,,妖精,,甜幕,轻装,685,,,,132,,,,,0.8,5.0,1,妖精,,168,,127,20,"1,000,000",白,140,12,0,0,2,0,0,0,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
好啦鱿,マーイーカ,Inkay,回转,,惡,超能力,唱反调,穿透 ,686,,,,,108,,,,0.4,3.5,2,水中1,水中2,58,,127,20,"1,000,000",蓝,190,10,0,1,0,0,0,0,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,026,026,,2,,,吸盘,,,,,,,010,,,,,,,,,,,010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乌贼王,カラマネロ‎,Malamar,倒转,,惡,超能力,唱反调,穿透,687,,,,,109,,,,1.5,47.0,2,水中1,水中2,169,,127,20,"1,000,000",蓝,80,05,0,2,0,0,0,0,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,027,027,,2,,,吸盘,,,,,,,011,,,,,,,,,,,011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
龟脚脚,カメテテ‎,Binacle,双手,,岩石,水,硬爪,顺手牵羊,688,,,,,,,,,0.5,31.0,1,水中3,,61,,127,20,"1,000,000",褐,120,11,0,1,0,0,0,0,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,2,,,狙击手,,,,,,,,,,,,,,,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
龜足巨鎧,ガメノデス,Barbaracle,集合,,岩石,水,硬爪,顺手牵羊,689,,,,,,,,,1.3,96.0,1,水中3,,175,,127,20,"1,000,000",褐,45,11,0,2,0,0,0,0,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,2,,,狙击手,,,,,,,,,,,,,,,,,,022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
垃垃藻,クズモー‎,Skrelp,似草,,毒,水,毒刺,适应力,690,,,,,194,,,,0.5,7.3,2,水中1,龙,64,,127,20,"1,000,000",褐,225,05,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,2,,,毒手,,,,,,,094,,,,,,,,,,,030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毒藻龙,ドラミドロ,Dragalge,似草,,毒,龍,毒刺,适应力,691,,,,,195,,,,1.8,81.5,2,水中1,龙,173,,127,20,"1,000,000",褐,55,05,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,2,,,毒手,,,,,,,095,,,,,,,,,,,031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
铁臂枪虾,ウデッポウ,Clauncher,水枪,,水,,超级发射器,,692,,,,,196,,,,0.5,8.3,2,水中1,水中3,66,,127,15,"1,250,000",蓝,225,14,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,096,,,,,,,,,,,032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钢炮臂虾,ブロスター,Clawitzer,发射器,,水,,超級發射器,,693,,,,,197,,,,1.3,35.3,2,水中1,水中3,100,,127,15,"1,250,000",蓝,55,02,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,097,,,,,,,,,,,033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伞电蜥,エリキテル,Helioptile,发电,,电,一般,干燥皮肤,太阳之力,694,,,,,,,,,0.5,6.0,2,怪兽,龙,58,,127,20,"1,000,000",黄,190,06,0,0,0,0,0,1,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,2,,,沙隐,,,,,,,,,,,,,,,,,,046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光电伞蜥,エレザード,Heliolisk,发电,,电,一般,干燥皮肤,太阳之力,695,,,,,,,,,1.0,21.0,2,怪兽,龙,168,,127,20,"1,000,000",黄,75,06,0,0,0,1,0,1,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,,2,,,沙隐,,,,,,,,,,,,,,,,,,047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶寶暴龍,チゴラス,Tyrunt,幼君,,岩石,龍,强壮之颚,结实,696,,,,,,,,,0.8,26.0,2,怪兽,龙,72,,31 ,30 ,"1,000,000 ",褐,45,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,144,,,,,,,,,,,,,,,,,,,,,,064,083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰雪龍,アマルス,Amaura,冻原,,岩石,冰,冰冻皮肤,降雪,698,,,,,,,,,1.3,25.2,1,怪兽,,72,,31 ,30 ,"1,000,000 ",藍,45,08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,146,,,,,,,,,,,,,,,,,,,,,,066,085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怪颚龙,ガチゴラス,Tyrantrum,暴君,,岩石,龍,强壮之颚,坚硬脑袋,697,,,,,,,,,2.5,270.0,2,怪兽,龙,182,,31 ,30 ,"1,000,000 ",红,45,06,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,145,,,,,,,,,,,,,,,,,,,,,,065,084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰雪巨龙,アマルルガ ,Aurorus,冻原,,岩石,冰,冰凍皮膚,降雪,699,,,,,,,,,2.7,225.0,1,怪兽,,104,,31 ,30 ,"1,000,000 ",蓝,45,08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,147,,,,,,,,,,,,,,,,,,,,,,067,086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仙子伊布,ニンフィア,Sylveon,连结,,妖精,,迷人之軀,妖精皮肤,700,,,,,,,,,1.0,23.5,1,陆上,,184,,31,35,"1,000,000",粉红,45,08,0,0,0,0,2,0,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,131,,058,161,,062,,,,,,,,,,,,,,,,,,,,,,085,082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700Sylveon.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
摔角鹰人,ルチャブル,Hawlucha,摔角,,格鬥,飛行,柔软,破格,701,,,,,,,,,0.8,21.5,2,飞行,人型,175,,127,20,"1,000,000",绿,100,12,0,2,0,0,0,0,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,096,096,,2,,,轻装,,,,,,,,,,,,,,,,,,089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701Hawlucha.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咚咚鼠,デデンネ,Dedenne,天线,2 ,电,妖精,颊囊,正电,702 ,,,,,103,,,,0.2,2.2,2,陆上,妖精,151,,127,20,"1,000,000",黃,200,06,0,0,0,0 ,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,2 ,,,捡拾 ,,,,,,112,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702Dedenne.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,杉森建在中創作的繪圖 ,,,,,,,,,,,,,,,,,
小碎鑽,メレシー,Carbink,宝石,,岩石,妖精,恆淨之軀,结实,703,,,,,,,,,0.3,5.7,2,妖精,矿物,100,,255,25,"1,250,000",灰,60,01,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,101,,123,123,,,,,,,,,,051,,063,,,,,,,,,,,124,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703Carbink.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黏黏宝,ヌメラ,Goomy,软体生物,,龙,,食草,黏滑,704,,,,,060,,,,0.3,2.8,1,龙,,60,,127,40,"1,250,000",紫,45,02,0,0,0,0,1,0,,,,,,,,,,,,,,,,,389,,,,,,,,,,,,178,,105,217,,118,2,,,湿润之躯,,,,074,066,081,079,019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704Goomy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黏美儿,ヌメイル,Sliggoo,软体生物,,龙,,食草,黏滑,705,,,,,061,,,,0.8,17.5,1,龙,,158,,127,40,"1,250,000",紫,45,02,0,0,0,0,2,0,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,179,,106,218,,119,2,,,湿润之躯,,,,075,066,082,080,020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705Sliggoo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黏美龙,ヌメルゴン,Goodra,龙,,龙,,食草,黏滑,706,,,,,062,,,,2.0,150.5,1,龙,,270,,127,40,"1,250,000",紫,45,06,0,0,0,0,3,0,,,,,,,,,,,,,,,,,391,,,,,,,,,,,,180,,107,219,,120,2,,,湿润之躯,,,,076,066,083,081,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706Goodra.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钥圈儿,クレッフィ,Klefki,钥匙串,,钢,妖精,恶作剧之心,魔术师,707,,,,,028,,,,0.2,3.0,1,矿物,,165,,127,20,"800,000",灰,60,01,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,314,,,,,,,,,,113,,135,,050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707Klefki.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朽木妖,オーロット,Trevenant,老树,,幽灵,草,自然回复,收获,709,,,,,,,,,1.5,71.0,2,植物,不定形,166,,127,20,"1,000,000",褐,60,10,0,2,0,0,0,0,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,197,,124,251,,152,2,,,察觉,,,,,,,,062,,,,,,,,,,,034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小木灵,ボクレー,Phantump,树桩,,幽灵,草,自然回复,收获,708,,,,,,,,,0.4,7.0,2,植物,不定形,62,,127,20,"1,000,000",褐,120,04,0,1,0,0,0,0,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,196,,123,250,,151,2,,,察觉,,,,,,,,061,,,,,,,,,,,033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708Phantump.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南瓜精,バケッチャ,Pumpkaboo,南瓜,,幽灵,草,捡拾,不眠,710,,,,,,,,,0.4,5.0,1,不定形,,67,,127,20,"1,000,000",褐,120,01,0,0,1,0,0,0,,File:710Pumpkaboo.png,File:710Pumpkaboo.png,File:710Pumpkaboo.png,捡拾,不眠,普通尺寸,小尺寸,大尺寸,0.3,0.5,3.5,7.5,,,,191,File:710Pumpkaboo.png,,,,不眠,特大尺寸,0.8,15.0,,,,,,,,,,2,2,不眠,察觉,,,,,,,,063,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南瓜怪人,パンプジン,Gourgeist,南瓜,,幽灵,草,捡拾,不眠,711,,,,,,,,,0.9,12.5,1,不定形,,173,,127,20,"1,000,000",褐,60,05,0,0,2,0,0,0,,File:711Gourgeist.png,File:711Gourgeist.png,File:711Gourgeist.png,捡拾,不眠,普通尺寸,小尺寸,大尺寸,0.7,1.1,9.5,14.0,,,,192,File:711Gourgeist.png,,,捡拾,不眠,特大尺寸,1.7,39.0,,,,,,,,,,2,2,不眠,察觉,,察觉,,,,,,064,,,,,,,,,,,,,,,,,,,2,2,察觉,捡拾,察觉,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰宝,カチコール,Bergmite,冰块,,冰,,我行我素,结实,712,,,,,,,,,1.0,99.5,2,怪兽,矿物,61,,127,20,"1,000,000",蓝,255,08,0,0,1,0,0,0,,,,,,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,2,,,冰冻之躯,,,,,,,,079,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712Bergmite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嗡蝠,オンバット,Noibat,音波,,飛行,龍,察觉,心灵感应,714,,,,,,,,,0.5,8.0,2,飞行,龙,49,,127,20,"1,000,000",紫,190,09,0,0,0,0,0,1,,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,083,083,,2,,,穿透,,,,,,,029,113,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰岩怪,クレベース,Avalugg,冰山,,冰,,我行我素,结实,713,,,,,,,,,2.0,505.0,2,怪兽,矿物,180,,127,20,"1,000,000",蓝,55,08,0,0,2,0,0,0,,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,2,,,冰冻之躯,,,,,,,,080,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713Avalugg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
音波飛龍,オンバーン,Noivern,音波,,飛行,龍,察觉,心灵感应,715,,,,,,,,,1.5,85.0,2,飞行,龙,187,,127,20,"1,000,000",紫,45,09,0,0,0,0,0,2,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,084,084,,2,,,穿透,,,,,,,030,114,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊裴尔塔尔,イベルタル,Yveltal,破坏,,惡,飛行,暗黑气场,,717,,,,,,,,,5.8,203.0,0,,,306,,255,121,"1,250,000",红,45,09,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717Yveltal.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哲尔尼亚斯,ゼルネアス,Xerneas,生命,,妖精,,妖精气场,,716,,,,,,,,,3.0,215.0,0,,,306,,255,121,"1,250,000",蓝,45,08,3,0,0,0,0,0,,File:716Xerneas.png,File:716Xerneas2.png,,妖精气场,,活跃模式,放松模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒂安希,ディアンシー,Diancie,宝石,,岩石,妖精,恆淨之軀,,719,,,,151,,,,,0.7,8.8,0,,,270,,255,26,"1,250,000 ",粉红,3,04,0,0,1,0,2,0,,File:719Diancie.png,File:719Diancie-Mega.png,,魔法镜,,蒂安希,超级蒂安希,,1.1 ,,27.8,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,妖精 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基格尔德,ジガルデ,Zygarde,秩序,,龍,地面,,,718,,,,,,,,,,,0,,,-;,,255,121,"1,250,000",未知,3,,3,0,0,0,0,0,,File:718Zygarde-Cell.png,File:718Zygarde-Core.png,File:718Zygarde-10%.png,,,细胞,核心,１０％形態,,1.2,,33.5,-;,,,,File:718Zygarde.png,,,氣場破壞,,５０％形態,5.0,305.0,219,,未知,205,,,263,,,0,0,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,2,2,群聚变形,氣場破壞,群聚变形,黑,08,,,,,,,,,,,,,,,,,,718Zygarde.png,,绿,,,,,,,,,File:718Zygarde-Complete.png,,,,,完全體形態,,,,,,,,,,270,,,,,,300px,4,0,0,群聚變形,4.5,610.0,319,黑,02,06,,,,
胡帕,フーパ,Hoopa,顽童,,超能力,幽灵,魔术师,,720,,,,152,,,,,0.5,9.0,0,,,270,,255,121,"1,250,000",紫,3,04,0,0,0,3,0,0,,File:720Hoopa-Confined.png,File:720Hoopa-Unbound.png,,魔术师,,惩戒胡帕,解放胡帕,,6.5,,490.0,,306,,,,,,恶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,魔神,,,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,超能力,,,
波爾凱尼恩,ボルケニオン,Volcanion,蒸汽,,火,水,储水,,721,,,,153,,,,,1.7,195.0,0,,,270,,255,121,"1,250,000",褐,3,08,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721Volcanion.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
木木梟,モクロー,Rowlet,草羽,,草,飞行,茂盛,远隔,722,,,,,,,,,0.3,1.5,1,飞行,,64,,31,15,"1,059,860",褐,45,09,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,,001,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投羽梟,フクスロー,Dartrix,刃羽,,草,飛行,茂盛,远隔,723,,,,,,,,,0.7,16.0,1,飞行 ,,147,,31,15,"1,059,860",褐,45,09,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,002,,002,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723Dartrix.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
狙射樹梟,ジュナイパー,Decidueye,箭羽,,草,幽灵,茂盛,远隔,724,,,,,,,,,1.6,36.6,1,飞行,,239,,31,15,"1,059,860",褐,45,09,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,003,,003,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724Decidueye.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
火斑喵,ニャビー,Litten,火猫,,火,,猛火,威吓,725,,,,,,,,,0.4,4.3,1,陆上,,64,,31,15,"1,059,860",红,45,08,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,004,,004,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
炎热喵,ニャヒート,Torracat,火猫,,火,,猛火,威吓,726,,,,,,,,,0.7,25.0,1,陆上,,147,,31,15,"1,059,860",红,45,08,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,005,,005,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726Torracat.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
熾焰咆哮虎,ガオガエン,Incineroar,反派,,火,恶,猛火,威吓,727,,,,,,,,,1.8,83.0,1,陆上 ,,239,,31,15,"1,059,860",红,45,06,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,006,,006,006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727Incineroar.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花漾海獅,オシャマリ,Brionne,偶像,,水,,激流,湿润之声,729,,,,,,,,,0.6,17.5,2,水中1,陆上 ,147,,31,15,"1,059,860",蓝,45,03,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,008,,008,008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729Brionne.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
球球海獅,アシマリ,Popplio ,海狮,,水,,激流,湿润之声,728,,,,,,,,,0.4,7.5,2,水中1,陆上,64,,31,15,"1,059,860",蓝,45,03,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,007,,007,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西狮海壬,アシレーヌ,Primarina,独唱者,,水,妖精,激流,湿润之声,730,,,,,,,,,1.8,44.0,2,水中1,陆上,239,,31,15,"1,059,860",蓝,45,03,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,009,,009,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730Primarina.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小篤兒,ツツケラ,Pikipek,啄木鸟,,一般,飛行,銳利目光,捡拾,731,,,,,,,,,0.3,1.2,1,飞行,,53,,127,15,"1,000,000",黑,255,09,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,010,001,010,010,001,2,,,連續攻擊,,,,001,001,001,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
喇叭啄鸟,ケララッパ,Trumbeak,喇叭喙,,一般,飛行,锐利目光,捡拾,732,,,,,,,,,0.6,14.8,1,飞行,,124,,127,15,"1,000,000",黑,120,09,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,011,002,011,011,002,2,,,连续攻击,,,,002,002,002,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732Trumbeak.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
铳嘴大鸟,ドデカバシ,Toucannon,铳炮,,一般,飛行,锐利目光,强行,733,,,,,,,,,1.1,26.0,1,飞行,,218,,127,15,"1,000,000",黑,45,09,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,012,003,012,012,003,2,,,连续攻击,,,,003,003,003,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733Toucannon.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
貓鼬少,ヤングース,Yungoos,巡回,,一般,,蹲守,适应力,734,,,,,,,,,0.4,6.0,1,陆上,,51,,127,15,"1,000,000",褐,255,08,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013,013,004,013,013,004,2,,,强壮之颚,,,,004,004,004,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734Yungoos.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
