n,name,enname,jpname,text,colorscheme,Moldbreaker,gen,对战外,对战中,Skillswap,Trace,Change,Noability,Entry,Transform,oldname
治愈异常状态的效果（例如唤醒巴掌、清醒；对处于冰冻的宝可梦使用火屬性招式、热水、蒸汽爆炸同样不会使其立刻陷入灼伤状态）；
移除道具的效果（例如小偷、渴望、虫咬、烧尽、啄食、拍落）；
如果在上述招式在第一次攻击之后就使目标的道具满足发动条件，那么目标会先消耗道具，导致之后特效无法发动；
击落和千箭齐发的击落效果；
美洛耶塔使用古老之歌的变身效果。该特性不发动的情况包括：
在双打对战、三打对战中，使用多体攻击如地震等招式时，如果攻击范围内存在多只宝可梦，则该特性不发动（无论招式是否命中所有目标、是否属性相性无效、目标是否处于守住状态、招式目标是否包括同伴）；
蛮干、投掷、滚动、冰球、极巨炮；
造成自身陷入濒死状态的招式；
蓄力的招式；
Ｚ招式；
一击必杀招式；
因混乱对自己的伤害；
连续招式；
变化招式（通过使出其它招式的招式使出攻击招式的情况除外）。其他方面该特性的判定适用连续招式的判定。",yes,yes,yes,yes,no,yes,
180,共生,Symbiosis,きょうせい,同伴使用道具时，会把自己持有的道具传递给同伴。,道具,,6,,"在双打对战或三打对战中，如果己方其他宝可梦消耗了其携带的道具，拥有共生特性的宝可梦会将自己的道具转移给它。
包括使用自然之恩和投掷产生的道具转移；包括啄食和虫咬产生的道具消耗。
对于No.36—No.52的树果，当受到伤害时，才能触发该特性。
如果在群聚对战或三打对战有多只该特性的宝可梦，共生特性会触发给速度较快的宝可梦。（在戏法空间下相同）
该特性无效的情况：
其他宝可梦使用了小偷等招式转移其道具，被烧尽烧毁。
无法转移下列宝可梦的道具：
携带了Ｚ纯晶、超级石的宝可梦；
携带了朱红色宝珠的固拉多；
携带了靛蓝色宝珠的盖欧卡；
携带了卡带的盖诺赛克特；
携带了石板的阿尔宙斯；
携带了白金宝珠的骑拉帝纳；
携带了存储碟的银伴战兽。",,,,,,,
174,冰冻皮肤,Refrigerate,フリーズスキン,一般属性的招式会变为冰属性。威力会少量提高。,冰,,6,,"一般屬性招式变为冰屬性招式，且威力变为1.2倍。
觉醒力量、自然之恩、制裁光砾、高科技光炮、觉醒之舞和多属性攻击这些会改变属性的一般属性招式会先改变自身属性，然后承受冰冻皮肤特性的判定。因此只要这些招式的最终属性不是一般屬性，就既不会变成冰属性，又不会被增幅威力。
具有该特性的宝可梦进入输电状态后，使出的一般屬性招式会变为电屬性且不会被提升威力。
被该特性转化为冰属性的招式不会因为等离子浴的效应变成电属性。
具有此特性的冰屬性宝可梦使出的一般屬性攻击招式具有属性一致加成，并且能消耗冰之宝石增加招式威力。",,,,,,,
168,变幻自如,Protean,へんげんじざい,变为与自己使出的招式相同的属性。每次出场战斗仅生效一次。,未知,,6,,"自身的属性在使用招式之前变为所使用的招式的属性。转换属性的效果持续直到离开场地为止。对于两种属性的宝可梦，触发变幻自如时变为只有一种属性。
掙扎不會觸發變幻自如特性。
招式属性不固定（比如觉醒力量）时，觸發變幻自如特性，使用者的屬性變為不固定属性招式的實際屬性。
保護色觸發變幻自如特性時，使用者屬性先變為一般屬性，接着再根據場地改變屬性。
使用预知未来或者破灭之愿时，无论是使用的回合还是攻击的回合都不会触发该特性。
使用合体招式时，如果该特性的宝可梦是最先使用的话，不会触发该特性。后手的话会触发。
该特性的宝可梦使用招式后，属性一致加成会根据改变后的属性提升招式威力。
当招式没有命中或被守住时，依然能触发变幻自如。
太晶化的宝可梦使用招式时，不会触发变幻自如特性。",,,,,,,
172,好胜,Competitive,かちき,如果被对手降低能力，特攻会大幅提高。,特攻,,6,,"能力变化被对手降低时，每降低一种能力，特攻就会提升2级。
下列情况将触发此特性：
受到对手的招式影响导致能力变化降低（例如受到清除浓雾）
受到对手的特性影响导致能力变化降低（例如受到威吓）
踩到黏黏网导致速度降低
极巨团体战中神秘障壁被打破导致防御和特防降低，会触发两次下列情况不能触发此特性：
由于招式的副作用导致能力变化降低（例如使用近身战）
双打对战中由队友使用招式导致能力变化降低（例如使用抛下狠话）",,,,,,,
187,妖精气场,Fairy Aura,フェアリーオーラ,全体的妖精属性招式变强。,妖精,,6,,"拥有该特性的宝可梦在场时场上所有宝可梦使用妖精屬性招式的伤害×4⁄3。
场上有多只该特性的宝可梦时效果不会叠加。
拥有气场破坏特性的宝可梦在场会使得该特性效果逆转为全场妖精属性招式伤害×3⁄4。當擁有該特性的寶可夢登場時會出現提示：[寶可夢的名字]正在釋放妖精氣場！",,,,,yes,,
182,妖精皮肤,Pixilate,フェアリースキン,一般属性的招式会变为妖精属性。威力会少量提高。,妖精,,6,,"自己使用的一般屬性招式会变成妖精屬性，且威力变为1.2倍。
觉醒力量、自然之恩、制裁光砾、高科技光炮、觉醒之舞和多属性攻击这些会改变属性的一般属性招式会先改变自身属性，然后承受妖精皮肤特性的判定。因此只要这些招式的最终属性不是一般屬性，就既不会变成妖精属性，又不会被增幅威力。
具有该特性的宝可梦进入输电状态后，使出的一般屬性招式会变为电屬性且不会被提升威力。
被该特性转化为妖精属性的招式不会因为等离子浴的效应变成电属性。
Ｚ招式不受此特性影响。
极巨招式受此特性影响会将原本的极巨攻击改为极巨妖精，但是没有威力加成。
具有此特性的妖精屬性宝可梦使出的一般屬性攻击招式具有属性一致加成，并且能消耗妖精宝石增加招式威力。",,,,,,,
189,始源之海,Primordial Sea,はじまりのうみ,变为不会受到火属性攻击的天气。,水,,6,,"当拥有该特性的宝可梦登场时，天气转为大雨，直到该宝可梦离场、失去该特性，或被德尔塔气流或终结之地覆盖。
大雨无法被更改为其他天气，除非是因为德尔塔气流或终结之地。",,,,,yes,,
173,强壮之颚,Strong Jaw,がんじょうあご,因为颚部强壮，啃咬类招式的威力会提高。,强壮,,6,,该特性的宝可梦使用啃咬类招式的威力上升50%。,,,,,,,
191,德爾塔氣流,Delta Stream,デルタストリーム,变为令飞行属性的弱点消失的天气。,飛行,,6,,"当拥有该特性的宝可梦登场时，天气转为乱流，直到该宝可梦离场、失去该特性，或被始源之海或终结之地覆盖。
乱流无法被更改为其他天气，除非是因为始源之海或终结之地。",,,,,yes,,
176,战斗切换,Stance Change,バトルスイッチ,如果使出攻击招式，会变为刀剑形态，如果使出招式“王者盾牌”，会变为盾牌形态。,钢,,6,,"坚盾剑怪使用攻击招式时会变为刀剑形态，当使用王者盾牌时变为盾牌形态，使用其余的变化招式，形态不会改变。若招式由梦话抽取到，形态也会改变。
战斗切换在自己使用招式前发动，该判定于一些可能导致无法行动的状态（如混乱、睡眠）之后。
战斗切换不能被特性互换交换，不受目标特性改变的招式和木乃伊特性的影响，也不能被扮演招式或复制特性复制。
使用招式变身或发动特性变身者获得战斗切换特性的宝可梦无法改变形态。",no,no,no,no,,no,
186,暗黑气场,Dark Aura,ダークオーラ,全体的恶属性招式变强。,恶,,6,,"拥有该特性的宝可梦在场时场上所有宝可梦使用恶屬性招式的伤害×4⁄3。
场上有多只该特性的宝可梦时效果不会叠加。
拥有气场破坏特性的宝可梦在场会使得该特性效果逆转为全场恶属性招式伤害×3⁄4。当拥有该特性的宝可梦登场时会出现提示：[宝可梦的名字]正在释放暗黑气场！",,,,,yes,,
169,毛皮大衣,Fur Coat,ファーコート,对手给予的物理招式的伤害会减半。,防御,yes,6,,"對戰中受到物理招式攻擊時伤害減半。
受到精神击破、精神冲击、神秘之剑攻击时，伤害亦减半。
不影響固定伤害类招式的伤害。该特性不会提升扑击的伤害。",,,,,,,
188,氣場破壞,Aura Break,オーラブレイク,让气场的效果发生逆转，降低威力。,龍,,6,,"当拥有该特性的宝可梦登场时会出现提示：[宝可梦的名字]压制了所有气场！
拥有该特性的宝可梦和拥有妖精气场的宝可梦同时在场时，妖精气场效果发生逆转，双方场上所有宝可梦使用妖精屬性招式造成的伤害×3⁄4。
拥有该特性的宝可梦和拥有暗黑气场的宝可梦同时在场时，暗黑气场效果发生逆转，双方场上所有宝可梦使用恶屬性招式造成的伤害×3⁄4。
拥有破格、涡轮火焰与兆级电压特性的宝可梦使用妖精属性与恶属性招式时，气场破坏特性仍会生效。",,,,,yes,,
175,甜幕,Sweet Veil,スイートベール,自己和同伴的宝可梦不会变为睡眠状态。,妖精,yes,6,,"當擁有甜幕特性的寶可夢在場時，不让己方在場中的宝可梦进入瞌睡或睡眠状态。
已经处于瞌睡状态的宝可梦受到甜幕保护后，不会因为瞌睡而进入睡眠状态。",,,,,,,
177,疾风之翼,Gale Wings,はやてのつばさ,ＨＰ全满时，飞行属性的招式可以率先使出。,飞行,,6,,"在ＨＰ全满时，对战中使用的飞行屬性招式优先度+1。对原本优先度为正的招式及觉醒力量、自然之恩无效。
如果使用的招式本身優先度為0，經過疾风之翼的加成後優先度為正，則可以被快速防守所抵擋。
疾风之翼对Ｚ招式以及极巨招式有效。如果宝可梦发动该特性并使用極速俯衝轟烈撞、极巨飞冲时，目标正处于快速防守状态，攻击也能成功但伤害减少到原来的1⁄4。",,,,,,,
181,硬爪,Tough Claws,かたいツメ,接触到对手的招式威力会提高。,岩石,,6,,使接触类招式的威力上升30%。,,,,,,,
190,终结之地,Desolate Land,おわりのだいち,变为不会受到水属性攻击的天气。,火,,6,,"当拥有该特性的宝可梦登场时，天气转为大日照，直到该宝可梦离场、失去该特性，或被始源之海或德尔塔气流覆盖。
大日照无法被更改为其他天气，除非是因为始源之海或德尔塔气流。",,,,,yes,,
166,花幕,Flower Veil,フラワーベール,我方的草属性宝可梦能力不会降低，也不会变为异常状态。,草,yes,6,,"存在花幕特性的宝可梦的一方，其所有的草屬性宝可梦的能力变化将不会被对方的宝可梦降低，并且其所有的草属性宝可梦不会陷入异常状态。 
可以防止瞌睡状态。已经处于瞌睡状态的宝可梦受到花幕保护后，在下个回合结束时仍会陷入睡眠状态。
不能防止剧毒宝珠、火焰宝珠造成的剧毒和灼伤状态，睡觉造成的睡眠状态和森林诅咒造成的森林诅咒状态。
花幕特性不能避免自身使用近身战、飞叶风暴、流星群等招式和碎裂铠甲、心情不定等特性造成的能力变化下降的效果。",,,,,,,
165,芳香幕,Aroma Veil,アロマベール,可以防住向自己和同伴发出的心灵攻击。,妖精,yes,6,,只要有拥有芳香幕特性的宝可梦在场，己方所有的宝可梦不会受到来自对方的心灵攻击类招式影响，并且不会陷入定身法状态及着迷状态。,,,,,,,
179,草之毛皮,Grass Pelt,くさのけがわ,在青草场地时，防御会提高。,草,yes,6,,当对战场地处于青草场地状态时，拥有草之毛皮特性的宝可梦的防御会提升50%。,,,,,,,
178,超级发射器,Mega Launcher,メガランチャー,波动和波导类招式的威力会提高。,水,,6,,该特性的宝可梦所使用除治愈波动以外的波动和波导类招式的威力会提高50%，治愈波动的ＨＰ回复变为最大ＨＰ的3⁄4。,,,,,,,
171,防弹,Bulletproof,ぼうだん,可以防住对手的球和弹类招式。,防御,yes,6,,该特性的宝可梦免疫球和弹类招式的伤害。,,,,,,,
167,頰囊,Cheek Pouch,ほおぶくろ,无论是哪种树果，食用后，ＨＰ都会回复。,树果,,6,,"该特性的宝可梦食用树果时可触发原本的效果，同时额外恢复1⁄3ＨＰ。若处于回复封锁时，无法恢复ＨＰ。
训练家从包包里拿出来使用的树果对该特性无效。",,,,,,,
184,飞行皮肤,Aerilate,スカイスキン,一般属性的招式会变为飞行属性。威力会少量提高。,飞行,,6,,"自己使用的一般屬性招式变为飞行屬性招式，且威力变为1.2倍。
觉醒力量、自然之恩、制裁光砾、高科技光炮、觉醒之舞和多属性攻击这些会改变属性的一般属性招式会先改变自身属性，然后承受飞行皮肤特性的判定。因此只要这些招式的最终属性不是一般屬性，就既不会变成飞行属性，又不会被增幅威力。
具有该特性的宝可梦进入输电状态后，使出的一般屬性招式会变为电屬性且不会被提升威力。
被该特性转化为飞行属性的招式不会因为等离子浴的效应变成电属性。
具有此特性的飞行屬性宝可梦使出的一般屬性攻击招式具有属性一致加成，并且能消耗飞行宝石增加招式威力。",,,,,,,
170,魔術師,Magician,マジシャン,夺走被自己的招式击中的对手的道具。,道具,,6,,"当该特性的宝可梦攻击时可偷取对方的携带物品。该特性的宝可梦使用投掷、自然之恩、破灭之愿和预知未来时，当回合不会发动特性。
礼物和花粉团只有在造成伤害时发动特性。在魔术师特性发动前，烧尽、虫咬、啄食、小偷、渴望和拍落会偷走或消耗道具。
当该特性的宝可梦携带宝石后，本回合消耗宝石时不会发动特性。但携带强力香草时，在消耗强力香草后会发动特性。
该特性的宝可梦使用连续招式时，最后一次攻击发动特性。如果发动魔术师特性的当回合，宝可梦由于凸凸头盔等原因濒死时，不会偷取道具。
如果招式的追加效果使对手陷入了异常状态，同时对手又携带了能解除这种异常状态的树果的话，树果会先于魔术师特性发动导致其不会被偷取。
如果对携带了白色香草的对手使用诸如魔法火焰之类可以降低对方能力的招式，在对手的能力降低后，在道具发动效果前魔术师特性就会发动把道具夺取过来。
如果偷走的是生命宝珠或贝壳之铃，其削减或回复体力的效果会立刻发动。
对于木乃伊的宝可梦，攻击当回合会消除魔术师特性，无法偷取道具。
以下道具无法偷取：
邮件；
阿尔宙斯携带的石板；
盖诺赛克特携带的卡带；
银伴战兽携带的存储碟；
骑拉帝纳携带的白金宝珠；
固拉多携带的朱红色宝珠；
盖欧卡携带的靛蓝色宝珠；
能够超级进化的宝可梦携带的与自己对应的超级石；
Ｚ纯晶；
苍响携带的腐朽的剑；
藏玛然特携带的腐朽的盾。",,,,,,,
183,黏滑,Gooey,ぬめぬめ,对于用攻击接触到自己的对手，会降低其速度。,龙,,6,,"该特性的宝可梦受到接触攻击伤害后，则令攻击方速度降低1级。
接触类连续招式的每一击都会触发此特性。",,,,,,,
196,不仁不義,Merciless,ひとでなし,攻击中毒状态的对手时，必定会击中要害。,毒,,7,,擁有該特性的寶可夢每次攻擊中毒的目標時，都會擊中要害。对拥有战斗盔甲和硬壳盔甲特性的宝可梦为目标使用招式则不会触发该特性。,,,,,,,
205,先行治療,Triage,ヒーリングシフト,可以率先使出回复招式。,妖精,,7,,"在使出能回复ＨＰ的招式时，招式优先度+3。
只对目标回复而不对自身回复的招式也会受影响，例如治愈波动和花疗。
不会对水流环、扎根、寄生种子和分担痛楚造成影响。
不稳定回复的招式不受影响，例如礼物和花粉团。
造成场地型状态间接回复的招式也不受影响，例如青草场地。
能回复生命的Ｚ招式也不受影响，例如芳香治疗。",,,,,,,
207,冲浪之尾,Surge Surfer,サーフテール,电气场地时，速度会变为２倍。,电,,7,,当对战场地处于电气场地状态时，速度能力变为原来的2倍。,,,,,,,
223,化学之力,Power of Alchemy,かがくのちから,继承被打倒的同伴的特性，变为相同的特性。,毒,,7,,"当同伴陷入濒死状态后（无论何原因造成），此宝可梦的特性变成与该同伴相同。自身离场时特性还原为化学之力。
在单打对战中，此特性没有作用。
不能接收同伴的以下特性：
化学之力
接球手
幻觉
变身者
复制
神奇守护
绝对睡眠
发号施令
古代活性
夸克充能
绯红脉动
强子引擎不能接收同伴的以下特性，这些特性全部都与形态变化有关：
阴晴不定
花之礼
多属性
达摩模式
战斗切换
群聚变形
鱼群
牵绊变身
界限盾壳
画皮
ＡＲ系统
结冻头
人马一体
全能变身",,no,,,,,
194,危险回避,Emergency Exit,ききかいひ,ＨＰ变为一半时，为了回避危险，会退回到同行队伍中。,蟲,,7,,"与野生宝可梦对战中，该特性的宝可梦从高于1⁄2ＨＰ變為低于1⁄2时便會使自身退场，与训练家对战时则進行替換。
如果该特性的宝可梦ＨＰ已经低于1⁄2，即使受到伤害也不会触发特性，除非宝可梦的ＨＰ回复到1⁄2以上，并再次受到伤害变为低于1⁄2。
若该特性的宝可梦携带了能回复ＨＰ的树果，受到伤害后会先食用树果回复ＨＰ，再判定特性是否触发。若该特性的宝可梦携带了贝壳之铃，对于特性是否发动的判定在回复ＨＰ的效果之前，因此如果在使出招式后自己的ＨＰ变为了1⁄2或以下，随后又因为贝壳之铃的效果回复ＨＰ至1⁄2以上，依然可以触发特性，此时就会以ＨＰ大于1⁄2的状态退场。以下使ＨＰ變為低于1⁄2的情况，不会触发特性：
该特性的宝可梦因混乱而攻击自己；
对方宝可梦特性为强行，且使用带有追加效果的招式。
对方宝可梦使用连续招式，在连续攻击完成后才会触发特性。
与训练家对战时，除这只该特性的宝可梦外，队伍内宝可梦全部进入濒死状态。对该特性的宝可梦使用伏特替换、急速折返或快速折返，因而触发该宝可梦特性时，这类招式不会发动替换效果。
使用追打的同一回合，若该特性的宝可梦因触发特性而替换，则追打不会发动特殊效果。",,,,,,,
221,卷发,Tangling Hair,カーリーヘアー,对于用攻击接触到自己的对手，会降低其速度。,钢,,7,,"该特性的宝可梦被接触类招式命中時，對手的速度降低1個等級。
接触类连续招式的每一击都会触发此特性。",,,,,,,
214,女王的威嚴,Queenly Majesty,じょおうのいげん,向对手施加威慑力，使其无法对我方使出先制招式。,草,yes,7,,让对方使出会影响己方的先制招式失败，包含受到恶作剧之心、先行治疗或疾风之翼影响使优先度大于0的招式。,,,,,no,,
231,幻影防守,Shadow Shield,ファントムガード,ＨＰ全满时，受到的伤害会变少。,幽靈,no,7,,"ＨＰ全满时，受到的攻击伤害减为原来的1⁄2。
招式流星闪冲、日光回旋下苍穹、暗影之光、月华飞溅落灵霄、光子喷涌、焚天灭世炽光爆以及特性破格、涡轮火焰、兆级电压的效果对该特性无效。",yes,yes,yes,yes,no,yes,
224,异兽提升,Beast Boost,ビーストブースト,打倒对手的时候，自己最高的那项能力会提高。,未知,,7,,"拥有该特性的宝可梦使用攻击招式打倒宝可梦的時候，會提高自己除ＨＰ外能力值最高的一項常规能力。
打倒队友时也会触发该特性。
以下因素不会影响最高一项能力的判定：
能力变化
对战影响道具
异常状态
以下因素会影响最高一项能力的判定：
力量平分
防守平分
力量戏法
奇妙空间
速度互换
当数项能力同为最高时，按攻击、防御、特攻、特防、速度的顺序提升其中的一项。",,,,,,,
201,怒火冲天,Berserk,ぎゃくじょう,因对手的攻击ＨＰ变为一半时，特攻会提高。,特攻,,7,,"當ＨＰ因受到攻击變為1⁄2以下時，特攻會提高1個等級。该特性能重复触发。
若ＨＰ是由于间接伤害而降为1⁄2以下（如寄生种子、天气伤害、因混乱而攻击自身、生命宝珠等），该特性不会触发。",,,,,,,
202,拨雪,Slush Rush,ゆきかき,下雪天气时，速度会提高。,冰,,7,,"天气处于冰雹或下雪状态时，拥有该特性的宝可梦的速度能力变为原来的2倍。
不具有冰屬性的宝可梦仍会受到冰雹天气的伤害。",,,,,,,
192,持久力,Stamina,じきゅうりょく,受到攻击时，防御会提高。,地面,,7,,"受到攻擊時防禦會提高1個等級。
连续招式每一击都会触发该特性。
由于混乱而攻击自身时不会触发该特性。",,,,,,,
222,接球手,Receiver,レシーバー,继承被打倒的同伴的特性，变为相同的特性。,格鬥,,7,,"当同伴陷入濒死状态后，无论是何原因，此宝可梦的特性变成与该同伴相同。自身离场时特性还原为接球手。
在单打对战中，此特性没有作用。
不能接收同伴的以下特性：
接球手
化学之力
幻觉
变身者
复制
神奇守护
绝对睡眠
化学变化气体
游魂
发号施令
古代活性
夸克充能
绯红脉动
强子引擎不能接收同伴的以下特性，这些特性全部都与形态变化有关：
阴晴不定
花之礼
多属性
达摩模式
战斗切换
群聚变形
鱼群
牵绊变身
界限盾壳
画皮
ＡＲ系统
一口导弹
饱了又饿
结冻头
人马一体
全能变身",,no,yes,,,,
232,棱镜装甲,Prism Armor,プリズムアーマー,受到效果绝佳的攻击时，可以减弱其威力。,超能力,no,7,,"效果绝佳招式造成的伤害降低1⁄4。
特性破格、涡轮火焰、兆级电压和招式流星闪冲、暗影之光的效果对该特性无效。这与坚硬岩石和过滤的情况不同。",,,,,,,
218,毛茸茸,Fluffy,もふもふ,会将对手所给予的接触类招式的伤害减半，但火属性招式的伤害会变为２倍。,一般,yes,7,,"该特性的宝可梦所受到的接触类招式攻擊傷害是原本的1⁄2，但火屬性招式的傷害×2。
所受到的火屬性接触类招式攻擊傷害不变。
远隔特性的宝可梦对毛茸茸特性的宝可梦使用接触类招式伤害不变。",,,,,,,
199,水泡,Water Bubble,すいほう,降低自己受到的火属性招式的威力，不会灼伤。,水,yes,7,,"拥有该特性的宝可梦受到火屬性招式造成的伤害降低50%，不会陷入灼伤状态，并且水屬性招式的威力变为原来的两倍。
已经处于灼伤状态的宝可梦因特性互换等招式获得此特性后可以治愈灼伤。",,,,,,,
204,湿润之声,Liquid Voice,うるおいボイス,所有的声音招式都变为水属性。,水,,7,,拥有湿润之声特性的宝可梦使用的声音的招式属性均变为水屬性。,,,,,,,
210,牵绊变身,Battle Bond,きずなへんげ,打倒对手时，与训练家的牵绊会增强，自己的攻击、特攻、速度会提高。,水,,7,,,no,no,no,no,no,no,
226,电气制造者,Electric Surge,エレキメイカー,出场时，会布下电气场地。,电,,7,,"主頁面：电气场地（状态）透過讓腳下佈滿電力，布下电气场地，持续5回合。地面上的寶可夢的電屬性招式威力將會提高，並且不會變成睡眠狀態。
携带了道具大地膜的情况下，电气场地会持续8回合。",,,,,yes,,
206,电气皮膚,Galvanize,エレキスキン,一般属性的招式会变为电属性。威力会少量提高。,电,,7,,"自己使用的一般屬性招式会变成电屬性，且威力变为1.2倍。
觉醒力量、自然之恩、制裁光砾、高科技光炮、觉醒之舞和多属性攻击这些会改变属性的一般属性招式会先改变自身属性，然后承受电气皮肤特性的判定。因此只要这些招式的最终属性不是一般屬性，就既不会变成电属性，又不会被增幅威力。
具有此特性的宝可梦进入输电状态后，使出的一般屬性招式会变为电屬性但不会被提升威力。
具有此特性的电屬性宝可梦使出的一般屬性攻击招式具有属性一致加成，并且能消耗电之宝石增加招式威力。",,,,,,,
209,畫皮,Disguise,ばけのかわ,通过画皮覆盖住身体，可以防住１次攻击。,幽靈,yes,7,,"如果具有此特性的宝可梦是谜拟Ｑ（化形的样子），则画皮特性会防止任何攻击招式（包括Ｚ招式和极巨招式）或者混乱造成的伤害仅1次，并使谜拟Ｑ损失1⁄8的最大ＨＰ及变成现形的样子直到战斗结束。
能够防止以下情况：
声音的招式和穿透特性宝可梦使用攻击招式的伤害；
连续招式的仅第一次攻击的伤害；不能防止以下情况：
破格特性或者其他相同效果宝可梦使用攻击招式的伤害；
变化招式；
攻击招式附带的追加效果；
中毒、火海、沙暴等异常状态、状态变化和天气造成的伤害；
树果的ＨＰ降低效果。与携带物品相关：
画皮特性发动时，防御方携带的弱点保险和伤害减半类树果不会发动，但其他道具如凸凸头盔、红牌、逃脱按键、光苔、雪球、球根、充电电池等照常发动。
画皮特性不能阻止气球被打破，不能阻止附着针的转移。与替身状态相关：
在替身状态下受到除了声音的招式和带有穿透特性的宝可梦的攻击伤害时，替身会先防止受到伤害，而画皮特性不被触发。
在替身状态下受到声音的招式或带有穿透特性的宝可梦的攻击伤害时，替身被保留而触发画皮特性。其他：
如果谜拟Ｑ被浸水等追加或改变属性的招式改变了属性，则在画皮脱落时会恢复为原本的属性。
特性发动时如果使用双倍奉还、镜面反射或者金属爆炸，会对对手造成1ＨＰ的伤害。",no,no,no,no,no,no,
197,界限盾壳,Shields Down,リミットシールド,ＨＰ变为一半时，壳会坏掉，变得有攻击性。,岩石,no,7,,"当该特性的宝可梦为小陨星时，ＨＰ超过50%时，变为流星的样子，期间不会陷入异常状态和瞌睡。如果已经受到异常状态效果，则不会回复。
當ＨＰ變為50％或以下时，回合结束后变为核心，降低防御与特防种族值，提高攻击、特攻与速度种族值，可以陷入异常状态。",no,no,no,no,yes,no,
227,精神制造者,Psychic Surge,サイコメイカー,出场时，会布下精神场地。,超能力,,7,,"主頁面：精神場地（状态）透過在腳下張開精神場地，布下精神场地，持续5回合。讓在地面上的寶可夢所持的超能力屬性招式的威力提升，且不會受到對手先制招式的攻擊以及优先度+1以上变化招式之影響。
携带了道具大地膜的情况下，精神场地会持续8回合。",,,,,yes,,
213,绝对睡眠,Comatose,ぜったいねむり,总是半梦半醒的状态，绝对不会醒来。可以就这么睡着进行攻击。,睡眠,no,7,,"持有此特性的宝可梦不会陷入任何异常状态。
持有此特性的宝可梦在进行各类效果的处理时，视同它已处于睡眠状态。这代表：
无法成功使出睡觉。
可以成功使出打鼾和梦话等在睡着时才能使出的招式。但无法触发硬撑的伤害翻倍效果。
可以被食梦造成伤害。
场上有特性为梦魇的宝可梦的话，此宝可梦每回合都要损失ＨＰ。
受到唤醒巴掌的攻击会受到翻倍的伤害，不过并不会解除任何状态。解眠药等能解除睡眠的道具对绝对睡眠无效。",no,no,no,no,yes,yes,
211,群聚变形,Power Construct,スワームチェンジ,ＨＰ变为一半时，细胞们会赶来支援，变为完全体形态。,龍,,7,基格尔德在对战外不会自动转变形态，使用基格尔德多面体才能让它从５０％形態和１０％形態之间變換以及改變特性（第八世代起）。特性胶囊对基格尔德无效。,"持有该特性的基格爾德・１０％形態和基格爾德・５０％形態，在回合结束时，如果ＨＰ为最大ＨＰ的50%或更少，就會變成基格爾德・完全體形態。
该特性發动前会出现提示：感到了强大气息的存在！
如果基格尔德在回合结束前ＨＰ重新回到了50%以上，则不能变身。
ＨＰ直接降低至0时群聚变形不会发动。
由于“基格尔德・完全体形态”拥有更高的ＨＰ种族值，改变形态后ＨＰ和ＨＰ最大值会同时增加，保持损失的ＨＰ与改变形态前一致。
对战结束后变回原本形态时，ＨＰ最大值降低，ＨＰ高于最大值时会降低至最大值，低于最大值时不会降低。",no,no,no,no,no,no,
233,脑核之力,Neuroforce,ブレインフォース,效果绝佳的攻击，威力会变得更强。,超能力,,7,,使用的效果绝佳招式的威力提升25%。,,,,,,,
212,腐蚀,Corrosion,ふしょく,可以使钢属性和毒属性的宝可梦也陷入中毒状态。,毒,,7,,"拥有该特性的宝可梦使用的招式可以令毒屬性和钢屬性的寶可夢中毒。
例如该特性的宝可梦对钢属性宝可梦使用变化招式剧毒，会让后者陷入剧毒状态。
毒属性攻击招式依然对钢屬性宝可梦完全无效。
例如该特性的宝可梦对钢属性宝可梦使用攻击招式污泥波，不仅没有任何伤害，且10%中毒的追加效果不会触发。但会对毒属性宝可梦触发中毒的追加效果。
拥有该特性的宝可梦所布下的毒菱不会让毒屬性和钢屬性的宝可梦中毒。
拥有该特性的宝可梦自身会受到剧毒宝珠的影响。投掷剧毒宝珠或毒针也会让对手中毒。
拥有该特性的宝可梦自身不会因为对手的反射类招式或同步特性而中毒。
拥有该特性的宝可梦不会让拥有免疫特性的对手中毒。",,,,,,,
216,舞者,Dancer,おどりこ,有谁使出跳舞招式时，自己也能就这么接着使出跳舞招式。,飞行,,7,,"如果場上有寶可夢成功使出跳舞招式，其他所有具有舞者特性的宝可梦根据其速度顺序，依次使出相同招式。
如果该特性的宝可梦携带了突击背心，仍然能触发舞者特性，使用变化招式。
如果该特性的宝可梦携带了讲究头带、讲究眼镜、讲究围巾等道具，且自身已使用过招式，则虽仍能触发舞者特性，但招式会使用失败，除非其他宝可梦使出的跳舞招式与自身曾使用的招式一致。
如果该特性的宝可梦携带了讲究头带、讲究眼镜、讲究围巾等道具，但自身未使用过招式，则在触发舞者特性并使出招式后，当前回合再通过舞者使用的招式与自身使用的招式会失败，除非该招式与首次触发舞者特性时的招式一致。次回合，宝可梦可重新选择要使用的招式。
如果跳舞招式没有使用成功，例如属性相性无效、攻击目标处于守住状态；舞者特性不会触发。
使用破坏光线等招式后，因反作用力自身处于无法动弹的状态下，舞者特性可以触发。
使用蓄力的招式时，自身处于蓄力状态下也可以触发该特性。
自身处于飞翔、潜水等暂时不在场上的状态时不会触发该特性。
如果其他宝可梦使用跳舞招式的Ｚ招式，该特性的宝可梦能触发除Ｚ力量效果以外的效果。通过舞者特性使出的招式不会被再次使出。
通过舞者特性所使出的多回合攻击类招式只会进行一回合攻击。
如果己方其他宝可梦使用作用范围为单体选择的跳舞招式，如果是对对方宝可梦使用，那么舞者特性的宝可梦会对同一个目标使用。
